7.99 4.03 0.0 0.0 1.35 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 121.65 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 179.58 54.86 18.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.03 4 0.0 0.0 0.0 1.79 1.76 0.0 1.56 0.0 0.0 1.54 0.0 0.0 3.11 0.0 0.0 3.09 7.46 0.0 0.0 0.0 0.0 0.0 0.0 6.93 6.86 0.0 6.82 6.89 0.0 0.0 0.0 118.99 0.0 0.0 0.0 0.0 0.0 79.15 79.25 0.0 178.11 59.05 30 27.25 0.0 0.0 43.19 0.0 0.0 0.0 0.0 0.0 0.0 0.0 160.19 0.0 0.0
8.05 4.44 0.0 0.0 0.0 2.72 2.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 119.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 178.07 57.04 40.5 177.72 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2 4.45 0.0 0.0 0.0 2.8 2.74 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.34 7.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 117.6 0.0 0.0 0.0 0.0 112.95 0.0 0.0 0.0 176.74 55.67 38.28 176.43 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.22 4.16 0.0 0.0 0.0 3.17 3.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 117.47 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 177.42 62.86 26.99 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.32 3.99 0.0 0.0 0.0 2.02 1.99 0.0 2.26 0.0 0.0 2.24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 119.89 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 178.46 59.3 29.2 36.13 0.0 0.0 180.61 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.11 4.03 0.0 0.0 0.0 2.04 2.01 0.0 2.31 0.0 0.0 2.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 118.59 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 178.35 58.61 28.33 33.79 0.0 0.0 179.28 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.23 3.84 3.96 3.89 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 107.34 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 176.31 47.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.03 4.06 0.0 0.0 0.0 3.17 3.11 0.0 0.0 0.0 0.0 0.0 0.0 10.25 7.2 0.0 0.0 0.0 0.0 7.83 0.0 0.0 11.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 118.09 0.0 0.0 0.0 193.4 0.0 0.0 0.0 0.0 176.83 59.62 29.91 131.3 0.0 0.0 0.0 0.0 119.91 0.0 0.0 137.25 0.0 0.0 0.0 0.0 0.0
8.06 3.66 0.0 0.0 1.78 0.0 0.0 0.0 0.77 0.0 0.0 0.0 0.0 0.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 120.22 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 177.49 64.68 37.59 0.0 27.74 17.59 0.0 13.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
